n,t
11690,1.570929
11700,1.575199
11710,1.581513
11720,1.579771
11730,1.585562
11740,1.585554
11750,1.587072
11760,1.591568
11770,1.599310
11780,1.596105
11790,1.601674
11800,1.602307
11810,1.603690
11820,1.607727
11830,1.612293
11840,1.615076
11850,1.617789
11860,1.618267
11870,1.619318
11880,1.623354
11890,1.625548
11900,1.635151
11910,1.632072
11920,1.635046
11930,1.636826
11940,1.639061
11950,1.641305
11960,1.650755
11970,1.648825
11980,1.649505
11990,1.657352
12000,1.657555
12010,1.658901
12020,1.666930
12030,1.667036
12040,1.666754
12050,1.670249
12060,1.672916
12070,1.674731
12080,1.682547
12090,1.684836
12100,1.683423
12110,1.685776
12120,1.689794
12130,1.693399
12140,1.701701
12150,1.700904
12160,1.700666
12170,1.702593
12180,1.705569
12190,1.710908
12200,1.714081
12210,1.715523
12220,1.716029
12230,1.718904
12240,1.723525
12250,1.730440
12260,1.728457
12270,1.732088
12280,1.734034
12290,1.735954
12300,1.739306
12310,1.749981
12320,1.745565
12330,1.748198
12340,1.750053
12350,1.753529
12360,1.756335
12370,1.766334
12380,1.763536
12390,1.764737
12400,1.767036
12410,1.770419
12420,1.776457
12430,1.777244
12440,1.781207
12450,1.781863
12460,1.785771
12470,1.788673
12480,1.796824
12490,1.797802
12500,1.798141
12510,1.799234
12520,1.802933
12530,1.803813
12540,1.812524
12550,1.815308
12560,1.814332
12570,1.816566
12580,1.818924
12590,1.827837
12600,1.824229
12610,1.832285
12620,1.829622
12630,1.833812
12640,1.839439
12650,1.846382
12660,1.843449
12670,1.844297
12680,1.848761
12690,1.851565
12700,1.858832
12710,1.857017
12720,1.860968
12730,1.861914
12740,1.863412
12750,1.882967
12760,1.870744
12770,1.877293
12780,1.876973
12790,1.880529
12800,1.882974
12810,1.891078
12820,1.890852
12830,1.892135
12840,1.893669
12850,1.898296
12860,1.910115
12870,1.905439
12880,1.906426
12890,1.908492
12900,1.912860
12910,1.945946
12920,1.920782
12930,1.921179
12940,1.923628
12950,1.927084
12960,1.937149
12970,1.933631
12980,1.936218
12990,1.940053
13000,1.941351
13010,1.952512
13020,1.953171
13030,1.953579
13040,1.953592
13050,1.956853
13060,1.963809
13070,1.965528
13080,1.968243
13090,1.969807
13100,1.971094
13110,1.975366
13120,1.986255
13130,1.982944
13140,1.984166
13150,1.986146
13160,1.989814
13170,1.997734
13180,1.999279
13190,1.998461
13200,2.001786
13210,2.004545
13220,2.012660
13230,2.012192
13240,2.013900
13250,2.016304
13260,2.019871
13270,2.027990
13280,2.027444
13290,2.029820
13300,2.033404
13310,2.039066
13320,2.039485
13330,2.043903
13340,2.043836
13350,2.049546
13360,2.057258
13370,2.054152
13380,2.058522
13390,2.059409
13400,2.062612
13410,2.072368
13420,2.067816
13430,2.075585
13440,2.074605
13450,2.076754
13460,2.087108
13470,2.089908
13480,2.091674
13490,2.090009
13500,2.092376
13510,2.102696
13520,2.102778
13530,2.102499
13540,2.105986
13550,2.113143
13560,2.112946
13570,2.116061
13580,2.117482
13590,2.124105
13600,2.128571
13610,2.127864
13620,2.130635
13630,2.132975
13640,2.135509
13650,2.147564
13660,2.146833
13670,2.146089
13680,2.150118
13690,2.153410
13700,2.161606
13710,2.161975
13720,2.163040
13730,2.163882
13740,2.175305
13750,2.176515
13760,2.175750
13770,2.178010
13780,2.181968
13790,2.188837
13800,2.191376
13810,2.190922
13820,2.193804
13830,2.201554
13840,2.200445
13850,2.205127
13860,2.206265
13870,2.209289
13880,2.219128
13890,2.218415
13900,2.219773
13910,2.223027
13920,2.230702
13930,2.227256
13940,2.232141
13950,2.234263
13960,2.238100
13970,2.245835
13980,2.247923
13990,2.246510
14000,2.249335
14010,2.259575
14020,2.257930
14030,2.260171
14040,2.262151
14050,2.265204
14060,2.275345
14070,2.273879
14080,2.275537
14090,2.278404
14100,2.288093
14110,2.286781
14120,2.287281
14130,2.292385
14140,2.301512
14150,2.298244
14160,2.303112
14170,2.305342
14180,2.306313
14190,2.351114
14200,2.316032
14210,2.316198
14220,2.322163
14230,2.331211
14240,2.329054
14250,2.330084
14260,2.333228
14270,2.341710
14280,2.339520
14290,2.345715
14300,2.346550
14310,2.352382
14320,2.355100
14330,2.359531
14340,2.359543
14350,2.362449
14360,2.372266
14370,2.372358
14380,2.373034
14390,2.376807
14400,2.386499
14410,2.386276
14420,2.384949
14430,2.390177
14440,2.398924
14450,2.401246
14460,2.399076
14470,2.402306
14480,2.412351
14490,2.409049
14500,2.413710
14510,2.415384
14520,2.423813
14530,2.423869
14540,2.427433
14550,2.428050
14560,2.435425
14570,2.440920
14580,2.443090
14590,2.442723
14600,2.444381
14610,2.454503
14620,2.454844
14630,2.456011
14640,2.458756
14650,2.469415
14660,2.470511
14670,2.468923
14680,2.473809
14690,2.482150
14700,2.481573
14710,2.483115
14720,2.485227
14730,2.496139
14740,2.494461
14750,2.495756
14760,2.499841
14770,2.506946
14780,2.508298
14790,2.508657
14800,2.513022
14810,2.522349
14820,2.522062
14830,2.524714
14840,2.526677
14850,2.537394
14860,2.536639
14870,2.536906
14880,2.540256
14890,2.550372
14900,2.551542
14910,2.550762
14920,2.555784
14930,2.560293
14940,2.564339
14950,2.564569
14960,2.573489
14970,2.571011
14980,2.576571
14990,2.578128
15000,2.588077
15010,2.587867
15020,2.587606
15030,2.597623
15040,2.603514
15050,2.600443
15060,2.602718
15070,2.605047
15080,2.614967
15090,2.616259
15100,2.616237
15110,2.617953
15120,2.628563
15130,2.629830
15140,2.632982
15150,2.631656
15160,2.640634
15170,2.639577
15180,2.642543
15190,2.653405
15200,2.649652
15210,2.653010
15220,2.657538
15230,2.668356
15240,2.666951
15250,2.668548
15260,2.672467
15270,2.681893
15280,2.682088
15290,2.683249
15300,2.684828
15310,2.694705
15320,2.694772
15330,2.695851
15340,2.702390
15350,2.704688
15360,2.706555
15370,2.797369
15380,2.952562
15390,2.876530
15400,2.721236
15410,2.732724
15420,2.730700
15430,2.735878
15440,2.734767
15450,2.744207
15460,2.745926
15470,2.783052
15480,2.747559
15490,2.760177
15500,2.759673
15510,2.758166
15520,2.768037
15530,2.764937
15540,2.772507
15550,2.772176
15560,2.781887
15570,2.785191
15580,2.784494
15590,2.789450
15600,2.793886
15610,2.797454
15620,2.802068
15630,2.811499
15640,2.807830
15650,2.810586
15660,2.810890
15670,2.821988
15680,2.824445
15690,2.825300
15700,2.837542
15710,2.834405
15720,2.834688
15730,2.837504
15740,2.849786
15750,2.847488
15760,2.849745
15770,2.858404
15780,2.859506
15790,2.859617
15800,2.861628
15810,2.870925
15820,2.873304
15830,2.873845
15840,2.883086
15850,2.882731
15860,2.882857
15870,2.888221
15880,2.899897
15890,2.897970
15900,2.899731
15910,2.907741
15920,2.909979
15930,2.911018
15940,2.918157
15950,2.918504
15960,2.920601
15970,2.926422
15980,2.936239
15990,2.937326
16000,2.933904
16010,2.945992
16020,2.947525
16030,2.945592
16040,2.950233
16050,2.963253
16060,2.959504
16070,2.961450
16080,2.972916
16090,2.972633
16100,2.973748
16110,2.981237
16120,2.978654
16130,2.982670
16140,2.984739
16150,2.995848
16160,2.997222
16170,2.997967
16180,3.006796
16190,3.009850
16200,3.008030
16210,3.020288
16220,3.017171
16230,3.022087
16240,3.023585
16250,3.033150
